,alcohol,appellation,category,date,href,price,rating,title
0,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-haut-brion-2016-pessac-leognan-310320/,$650,100 Points,Château Haut-Brion 2016  Pessac-Léognan
1,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-palmer-2016-margaux/,$330,100 Points,Château Palmer 2016  Margaux
2,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-pontet-canet-2016-pauillac/,$159,100 Points,Château Pontet-Canet 2016  Pauillac
3,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-angelus-2016-saint-emilion/,$400,100 Points,Château Angélus 2016  Saint-Émilion
4,15%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/jcp-maltus-2016-le-dome-saint-emilion/,$235,100 Points,JCP Maltus 2016 Le Dôme  (Saint-Émilion)
5,N/A,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2016-pauillac/,$869,99 Points,Château Lafite Rothschild 2016  Pauillac
6,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-margaux-2016-margaux/,$589,99 Points,Château Margaux 2016  Margaux
7,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-ausone-2016-saint-emilion/,$831,99 Points,Château Ausone 2016  Saint-Émilion
8,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-ducru-beaucaillou-2016-saint-julien/,$210,98 Points,Château Ducru Beaucaillou 2016  Saint-Julien
9,14%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/tenuta-san-guido-2016-bolgheri-sassicaia/,$250,98 Points,Tenuta San Guido 2016  Bolgheri Sassicaia
10,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-canon-2016-saint-emilion-308580/,$129,98 Points,Château Canon 2016  Saint-Émilion
11,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/vieux-chateau-certan-2016-pomerol/,$350,98 Points,Vieux Château Certan 2016  Pomerol
12,13.9%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/williams-selyem-2017-pinot-noir-sonoma-county/,$39,98 Points,Williams Selyem 2017 Pinot Noir (Sonoma County)
13,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/baricci-2012-nello-riserva-brunello-di-montalcino/,$120,98 Points,Baricci 2012 Nello Riserva  (Brunello di Montalcino)
14,20%,Portugal,Port/Sherry,5/1/2019,https://www.winemag.com/buying-guide/w-j-grahams-1963-single-harvest-tawny-port/,$500,98 Points,W. & J. Graham's 1963 Single Harvest Tawny  (Port)
15,13.3%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/williams-selyem-2017-terra-de-promissio-vineyard-pinot-noir-sonoma-coast/,$65,98 Points,Williams Selyem 2017 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast)
16,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2016-pauillac/,$675,98 Points,Château Mouton Rothschild 2016  Pauillac
17,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-petrus-2016-pomerol/,$2950,98 Points,Château Pétrus 2016  Pomerol
18,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/il-marroneto-2013-madonna-delle-grazie-riserva-brunello-di-montalcino/,$224,98 Points,Il Marroneto 2013 Madonna delle Grazie Riserva  (Brunello di Montalcino)
19,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2016-saint-julien/,$289,97 Points,Château Léoville Las Cases 2016  Saint-Julien
20,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-cheval-blanc-2016-saint-emilion/,$729,97 Points,Château Cheval Blanc 2016  Saint-Émilion
21,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-haut-bailly-2016-pessac-leognan/,$139,97 Points,Château Haut-Bailly 2016  Pessac-Léognan
22,14.2%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/williams-selyem-2017-pinot-noir-sonoma-coast/,$55,97 Points,Williams Selyem 2017 Pinot Noir (Sonoma Coast)
23,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/il-colle-2012-brunello-di-montalcino/,$45,97 Points,Il Colle 2012  Brunello di Montalcino
24,14.1%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/williams-selyem-2017-westside-road-neighbors-pinot-noir-russian-river-valley/,$72,97 Points,Williams Selyem 2017 Westside Road Neighbors Pinot Noir (Russian River Valley)
25,15.5%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/shafer-2014-hillside-select-cabernet-sauvignon-stags-leap-district/,$295,97 Points,Shafer 2014 Hillside Select Cabernet Sauvignon (Stags Leap District)
26,14.9%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/turnbull-2016-black-label-estate-grown-cabernet-sauvignon-oakville/,$150,97 Points,Turnbull 2016 Black Label Estate Grown Cabernet Sauvignon (Oakville)
27,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-la-gaffeliere-2016-saint-emilion/,$65,97 Points,Château la Gaffelière 2016  Saint-Émilion
28,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-montrose-2016-saint-estephe/,$199,97 Points,Château Montrose 2016  Saint-Estèphe
29,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-pichon-longueville-2016-pauillac/,$184,97 Points,Château Pichon Longueville 2016  Pauillac
30,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-rauzan-segla-2016-margaux/,$99,97 Points,Château Rauzan-Ségla 2016  Margaux
31,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-valandraud-2016-saint-emilion/,$195,97 Points,Château Valandraud 2016  Saint-Émilion
32,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-la-mission-haut-brion-2016-pessac-leognan-310318/,$469,96 Points,Château La Mission Haut-Brion 2016  Pessac-Léognan
33,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/la-mondotte-2016-saint-emilion/,N/A,96 Points,La Mondotte 2016  Saint-Émilion
34,14%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/mastrojanni-2013-vigna-schiena-dasino-brunello-di-montalcino/,$190,96 Points,Mastrojanni 2013 Vigna Schiena d'Asino  (Brunello di Montalcino)
35,14.4%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/alpha-omega-2015-beckstoffer-dr-crane-vineyard-cabernet-sauvignon-st-helena/,$220,96 Points,Alpha Omega 2015 Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon (St. Helena)
36,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-malartic-lagraviere-2016-pessac-leognan/,$80,96 Points,Château Malartic-Lagravière 2016  Pessac-Léognan
37,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-pavie-2016-saint-emilion/,$429,96 Points,Château Pavie 2016  Saint-Émilion
38,14.4%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/clarice-2017-rosellas-vineyard-pinot-noir-santa-lucia-highlands/,$80,96 Points,Clarice 2017 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands)
39,14%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/il-colle-2013-brunello-di-montalcino/,$45,96 Points,Il Colle 2013  Brunello di Montalcino
40,14.2%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/chamisal-vineyards-2016-morrito-pinot-noir-edna-valley/,$100,96 Points,Chamisal Vineyards 2016 Morrito Pinot Noir (Edna Valley)
41,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-beausejour-duffau-lagarrosse-2016-saint-emilion/,$120,96 Points,Château Beausejour-Duffau-Lagarrosse 2016  Saint-Émilion
42,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-leoville-barton-2016-saint-julien/,$90,96 Points,Château Léoville Barton 2016  Saint-Julien
43,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-pavie-macquin-2016-saint-emilion/,$110,96 Points,Château Pavie Macquin 2016  Saint-Émilion
44,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/domaine-de-chevalier-2016-pessac-leognan/,$75,96 Points,Domaine de Chevalier 2016  Pessac-Léognan
45,13.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/gianni-brunelli-2013-riserva-brunello-di-montalcino/,$165,96 Points,Gianni Brunelli 2013 Riserva  (Brunello di Montalcino)
46,13.9%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/williams-selyem-2017-olivet-lane-vineyard-pinot-noir-russian-river-valley/,$78,96 Points,Williams Selyem 2017 Olivet Lane Vineyard Pinot Noir (Russian River Valley)
47,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-calon-segur-2016-saint-estephe/,$154,96 Points,Château Calon Ségur 2016  Saint-Estèphe
48,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-cos-destournel-2016-saint-estephe/,$200,96 Points,Château Cos d'Estournel 2016  Saint-Estèphe
49,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-durfort-vivens-2016-margaux/,N/A,96 Points,Château Durfort-Vivens 2016  Margaux
50,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-giscours-2016-margaux/,$75,96 Points,Château Giscours 2016  Margaux
51,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/clos-fourtet-2016-saint-emilion/,$120,96 Points,Clos Fourtet 2016  Saint-Émilion
52,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/selvapiana-2015-vigneto-bucerchiale-riserva-chianti-rufina/,$35,96 Points,Selvapiana 2015 Vigneto Bucerchiale Riserva  (Chianti Rufina)
53,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-belair-monange-2016-saint-emilion/,$220,96 Points,Château Bélair-Monange 2016  Saint-Émilion
54,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-trotanoy-2016-pomerol/,$425,96 Points,Château Trotanoy 2016  Pomerol
55,15.1%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/epoch-2015-estate-red-paso-robles-willow-creek-district/,$60,96 Points,Epoch 2015 Estate Red (Paso Robles Willow Creek District)
56,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/fuligni-2013-riserva-brunello-di-montalcino/,$215,96 Points,Fuligni 2013 Riserva  (Brunello di Montalcino)
57,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-brane-cantenac-2016-margaux/,$90,95 Points,Château Brane-Cantenac 2016  Margaux
58,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-hosanna-2016-pomerol/,$199,95 Points,Château Hosanna 2016  Pomerol
59,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-kirwan-2016-margaux/,$54,95 Points,Château Kirwan 2016  Margaux
60,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-pichon-longueville-comtesse-de-lalande-2016-pauillac/,$205,95 Points,Château Pichon Longueville Comtesse de Lalande 2016  Pauillac
61,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-trottevieille-2016-saint-emilion/,N/A,95 Points,Château Trottevieille 2016  Saint-Émilion
62,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/ciacci-piccolomini-daragona-2014-brunello-di-montalcino/,$60,95 Points,Ciacci Piccolomini d'Aragona 2014  Brunello di Montalcino
63,13.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/il-marroneto-2014-brunello-di-montalcino/,$100,95 Points,Il Marroneto 2014  Brunello di Montalcino
64,15.6%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/jeff-cohn-2016-sweetwater-springs-vineyard-zinfandel-russian-river-valley/,$45,95 Points,Jeff Cohn 2016 Sweetwater Springs Vineyard Zinfandel (Russian River Valley)
65,15.3%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/shafer-2016-td-9-red-napa-valley/,$60,95 Points,Shafer 2016 TD-9 Red (Napa Valley)
66,15.1%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/williams-selyem-2017-fanucchi-wood-road-vineyard-zinfandel-russian-river-valley/,$65,95 Points,Williams Selyem 2017 Fanucchi-Wood Road Vineyard Zinfandel (Russian River Valley)
67,13.5%,South Africa,White,5/1/2019,https://www.winemag.com/buying-guide/alheit-2017-la-colline-vineyard-semillon-franschhoek/,$100,95 Points,Alheit 2017 La Colline Vineyard Semillon (Franschhoek)
68,15.2%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/alpha-omega-2015-drew-vineyard-cabernet-sauvignon-mount-veeder/,$220,95 Points,Alpha Omega 2015 Drew Vineyard Cabernet Sauvignon (Mount Veeder)
69,14%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/baricci-2014-brunello-di-montalcino/,$65,95 Points,Baricci 2014  Brunello di Montalcino
70,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-canon-la-gaffeliere-2016-saint-emilion/,$95,95 Points,Château Canon la Gaffelière 2016  Saint-Émilion
71,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-la-fleur-petrus-2016-pomerol/,$239,95 Points,Château la Fleur-Pétrus 2016  Pomerol
72,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-lynch-bages-2016-pauillac/,$154,95 Points,Château Lynch-Bages 2016  Pauillac
73,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/col-dorcia-2012-poggio-al-vento-riserva-brunello-di-montalcino/,$155,95 Points,Col d'Orcia 2012 Poggio al Vento Riserva  (Brunello di Montalcino)
74,14.7%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/peake-ranch-2016-john-sebastiano-vineyard-syrah-sta-rita-hills/,$65,95 Points,Peake Ranch 2016 John Sebastiano Vineyard Syrah (Sta. Rita Hills)
75,13.1%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/sante-arcangeli-2017-lester-family-vineyard-pinot-noir-santa-cruz-mountains/,$45,95 Points,Sante Arcangeli 2017 Lester Family Vineyard Pinot Noir (Santa Cruz Mountains)
76,14.8%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/alpha-omega-2015-beckstoffer-to-kalon-vineyard-cabernet-sauvignon-oakville/,$220,95 Points,Alpha Omega 2015 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville)
77,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-batailley-2016-pauillac/,$74,95 Points,Château Batailley 2016  Pauillac
78,13.5%,Napa,White,5/1/2019,https://www.winemag.com/buying-guide/grgich-hills-2015-estate-grown-chardonnay-napa-valley/,$43,95 Points,Grgich Hills 2015 Estate Grown Chardonnay (Napa Valley)
79,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/marchesi-antinori-2013-vignaferrovia-riserva-brunello-di-montalcino/,$150,95 Points,Marchesi Antinori 2013 Vignaferrovia Riserva  (Brunello di Montalcino)
80,14.7%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/sanguis-2015-1-1-syrah-central-coast/,$125,95 Points,Sanguis 2015 1/1 Syrah (Central Coast)
81,12.5%,Tuscany,Dessert,5/1/2019,https://www.winemag.com/buying-guide/avignonesi-2002-vin-santo-di-montepulciano/,$220,95 Points,Avignonesi 2002  Vin Santo di Montepulciano
82,13.5%,Loire Valley,Red,5/1/2019,https://www.winemag.com/buying-guide/bernard-baudry-2016-la-croix-boissee-chinon/,$53,95 Points,Bernard Baudry 2016 La Croix Boissée  (Chinon)
83,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-beau-sejour-becot-2016-saint-emilion/,$130,95 Points,Château Beau-Séjour Bécot 2016  Saint-Émilion
84,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-la-conseillante-2016-pomerol/,$249,95 Points,Château La Conseillante 2016  Pomerol
85,14.3%,Sonoma,White,5/1/2019,https://www.winemag.com/buying-guide/hanzell-2016-chardonnay-sonoma-valley/,$78,95 Points,Hanzell 2016 Chardonnay (Sonoma Valley)
86,14%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/podere-le-ripi-2013-lupi-e-sirene-riserva-brunello-di-montalcino/,$130,95 Points,Podere Le Ripi 2013 Lupi e Sirene Riserva  (Brunello di Montalcino)
87,14%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/selvapiana-2016-vigneto-erchi-chianti-rufina/,$45,95 Points,Selvapiana 2016 Vigneto Erchi  (Chianti Rufina)
88,14%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/sesti-2013-phenomena-riserva-brunello-di-montalcino/,$147,95 Points,Sesti 2013 Phenomena Riserva  (Brunello di Montalcino)
89,13.8%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/timbre-2015-the-headliner-pinot-noir-santa-maria-valley/,$45,95 Points,Timbre 2015 The Headliner Pinot Noir (Santa Maria Valley)
90,14.9%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/amici-2015-beckstoffer-to-kalon-vineyard-cabernet-sauvignon-oakville/,$195,95 Points,Amici 2015 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville)
91,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-branaire-ducru-2016-saint-julien/,$69,95 Points,Château Branaire-Ducru 2016  Saint-Julien
92,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-carbonnieux-2016-pessac-leognan-310914/,$45,95 Points,Château Carbonnieux 2016  Pessac-Léognan
93,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-leoville-poyferre-2016-saint-julien/,N/A,95 Points,Château Léoville Poyferré 2016  Saint-Julien
94,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-olivier-2016-pessac-leognan-310915/,$34,95 Points,Château Olivier 2016  Pessac-Léognan
95,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-pape-clement-2016-pessac-leognan/,$130,95 Points,Château Pape Clément 2016  Pessac-Léognan
96,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/donatella-cinelli-colombini-2013-riserva-brunello-di-montalcino/,$133,95 Points,Donatella Cinelli Colombini 2013 Riserva  (Brunello di Montalcino)
97,15%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/jcp-maltus-2016-les-asteries-saint-emilion/,$175,95 Points,JCP Maltus 2016 Les Astéries  (Saint-Émilion)
98,14%,Portugal,Red,5/1/2019,https://www.winemag.com/buying-guide/prats-symington-lda-2016-chryseia-red-douro/,$80,95 Points,Prats & Symington LDA 2016 Chryseia Red (Douro)
99,13%,New Zealand,White,5/1/2019,https://www.winemag.com/buying-guide/rippon-2016-mature-vine-lake-wanaka-riesling-central-otago/,$36,95 Points,Rippon 2016 Mature Vine Lake Wanaka Riesling (Central Otago)
100,20%,Portugal,Port/Sherry,5/1/2019,https://www.winemag.com/buying-guide/w-j-grahams-1994-single-harvest-tawny-port/,$145,95 Points,W. & J. Graham's 1994 Single Harvest Tawny  (Port)
101,13.3%,Sonoma,White,5/1/2019,https://www.winemag.com/buying-guide/williams-selyem-2017-unoaked-chardonnay-russian-river-valley/,$39,95 Points,Williams Selyem 2017 Unoaked Chardonnay (Russian River Valley)
102,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-bouscaut-2016-pessac-leognan/,$48,94 Points,Château Bouscaut 2016  Pessac-Léognan
103,13.5%,Bordeaux,Dessert,5/1/2019,https://www.winemag.com/buying-guide/chateau-clos-haut-peyraguey-2016-sauternes/,$40,94 Points,Château Clos Haut-Peyraguey 2016  Sauternes
104,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-la-tour-de-mons-2016-margaux/,$28,94 Points,Château la Tour de Mons 2016  Margaux
105,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-lafon-rochet-2016-saint-estephe/,$59,94 Points,Château Lafon Rochet 2016  Saint-Estèphe
106,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-rauzan-gassies-2016-margaux/,$69,94 Points,Château Rauzan-Gassies 2016  Margaux
107,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-valandraud-2016-virginie-de-valandraud-saint-emilion/,$60,94 Points,Château Valandraud 2016 Virginie de Valandraud  (Saint-Émilion)
108,12.8%,Sonoma,White,5/1/2019,https://www.winemag.com/buying-guide/cobb-2016-mariani-vineyard-chardonnay-sonoma-coast/,$70,94 Points,Cobb 2016 Mariani Vineyard Chardonnay (Sonoma Coast)
109,14.9%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/daou-2016-micho-red-paso-robles/,$85,94 Points,Daou 2016 Micho Red (Paso Robles)
110,13.5%,Loire Valley,Red,5/1/2019,https://www.winemag.com/buying-guide/domaine-des-roches-neuves-2017-les-memoires-saumur-champigny/,$68,94 Points,Domaine des Roches Neuves 2017 Les Mémoires  (Saumur-Champigny)
111,12.5%,Napa-Sonoma,Sparkling,5/1/2019,https://www.winemag.com/buying-guide/gloria-ferrer-2013-late-disgorged-carneros-cuvee-sparkling-rose-carneros/,$85,94 Points,Gloria Ferrer 2013 Late Disgorged Carneros Cuvée Sparkling Rosé (Carneros)
112,13.7%,Sonoma,White,5/1/2019,https://www.winemag.com/buying-guide/hanzell-2017-sebella-chardonnay-sonoma-county/,$29,94 Points,Hanzell 2017 Sebella Chardonnay (Sonoma County)
113,14%,Portugal,Red,5/1/2019,https://www.winemag.com/buying-guide/herdade-do-rocim-2016-olho-de-mocho-reserva-red-alentejano/,$45,94 Points,Herdade do Rocim 2016 Olho de Mocho Reserva Red (Alentejano)
114,13%,New Zealand,Red,5/1/2019,https://www.winemag.com/buying-guide/rippon-2014-mature-vine-lake-wanaka-pinot-noir-central-otago/,$65,94 Points,Rippon 2014 Mature Vine Lake Wanaka Pinot Noir (Central Otago)
115,13.5%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/sante-arcangeli-2017-split-rail-vineyard-pinot-noir-santa-cruz-mountains/,$49,94 Points,Sante Arcangeli 2017 Split Rail Vineyard Pinot Noir (Santa Cruz Mountains)
116,14.5%,Sonoma,Red,5/1/2019,https://www.winemag.com/buying-guide/three-sticks-2016-cuvee-eva-marie-pinot-noir-sonoma-mountain/,$90,94 Points,Three Sticks 2016 Cuvée Eva Marie Pinot Noir (Sonoma Mountain)
117,13.6%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/timbre-2015-the-hi-hat-pinot-noir-sta-rita-hills/,$45,94 Points,Timbre 2015 The Hi-Hat Pinot Noir (Sta. Rita Hills)
118,14.5%,Portugal,Red,5/1/2019,https://www.winemag.com/buying-guide/quinta-do-covao-2018-reserva-touriga-nacional-dao/,$55,94 Points,Quinta do Covão 2015 Reserva Touriga Nacional (Dão)
119,13.5%,Loire Valley,Red,5/1/2019,https://www.winemag.com/buying-guide/charles-joguet-2016-clos-de-la-dioterie-chinon/,$42,94 Points,Charles Joguet 2016 Clos de la Dioterie  (Chinon)
120,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-ausone-2016-la-chapelle-dausone-saint-emilion/,N/A,94 Points,Château Ausone 2016 La Chapelle d'Ausone  (Saint-Émilion)
121,13%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-certan-de-may-de-certan-2016-pomerol/,$175,94 Points,Château Certan de May de Certan 2016  Pomerol
122,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-couhins-2016-pessac-leognan/,$29,94 Points,Château Couhins 2016  Pessac-Léognan
123,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-du-tertre-2016-margaux/,$49,94 Points,Château du Tertre 2016  Margaux
124,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-haut-bailly-2016-la-parde-haut-bailly-pessac-leognan/,$35,94 Points,Château Haut-Bailly 2016 La Parde Haut-Bailly  (Pessac-Léognan)
125,14%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-le-crock-2016-saint-estephe/,$40,94 Points,Château Le Crock 2016  Saint-Estèphe
126,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-levangile-2016-pomerol/,$250,94 Points,Château l'Évangile 2016  Pomerol
127,14.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-pavie-2016-aromes-de-pavie-saint-emilion/,N/A,94 Points,Château Pavie 2016 Arômes de Pavie  (Saint-Émilion)
128,13.5%,Bordeaux,Red,5/1/2019,https://www.winemag.com/buying-guide/chateau-prieure-lichine-2016-margaux/,$42,94 Points,Château Prieuré-Lichine 2016  Margaux
129,14.1%,Central Coast,Red,5/1/2019,https://www.winemag.com/buying-guide/clarice-2017-pinot-noir-santa-lucia-highlands/,$80,94 Points,Clarice 2017 Pinot Noir (Santa Lucia Highlands)
130,13.5%,Loire Valley,Red,5/1/2019,https://www.winemag.com/buying-guide/domaine-olga-raffault-2014-les-picasses-chinon/,$30,94 Points,Domaine Olga Raffault 2014 Les Picasses  (Chinon)
131,14.5%,Tuscany,Red,5/1/2019,https://www.winemag.com/buying-guide/il-colle-2016-rosso-di-montalcino/,N/A,94 Points,Il Colle 2016  Rosso di Montalcino
132,14.8%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/jarvis-2013-lake-william-estate-grown-cave-fermented-red-napa-valley/,$215,94 Points,Jarvis 2013 Lake William Estate Grown Cave Fermented Red (Napa Valley)
133,14.8%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/jax-2016-72-barrels-cabernet-sauvignon-napa-valley/,$45,94 Points,Jax 2016 72 Barrels Cabernet Sauvignon (Napa Valley)
134,13.9%,Mendocino County,Red,5/1/2019,https://www.winemag.com/buying-guide/maryetta-2015-valenti-vineyard-pinot-noir-mendocino-ridge/,$45,94 Points,Maryetta 2015 Valenti Vineyard Pinot Noir (Mendocino Ridge)
135,14.5%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/the-vineyard-house-2014-cabernet-franc-oakville/,$125,94 Points,The Vineyard House 2014 Cabernet Franc (Oakville)
136,14.7%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/amici-2015-reserve-cabernet-sauvignon-napa-valley/,$85,94 Points,Amici 2015 Reserve Cabernet Sauvignon (Napa Valley)
137,14.5%,Napa,Red,5/1/2019,https://www.winemag.com/buying-guide/amici-2016-cabernet-sauvignon-napa-valley/,$50,94 Points,Amici 2016 Cabernet Sauvignon (Napa Valley)
