,alcohol,appellation,category,date,href,price,rating,title
16,13.5%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/domaine-faiveley-2016-les-damodes-premier-cru-nuits-st-georges/,$124,94 Points,Domaine Faiveley 2016 Les Damodes Premier Cru  (Nuits-St.-Georges)
17,13.9%,Mendocino County,Red,4/1/2019,https://www.winemag.com/buying-guide/fel-2016-ferrington-vineyard-pinot-noir-anderson-valley/,$65,94 Points,FEL 2016 Ferrington Vineyard Pinot Noir (Anderson Valley)
18,14.8%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/guarachi-family-2016-gaps-crown-vineyard-pinot-noir-sonoma-coast-310649/,$75,94 Points,Guarachi Family 2016 Gap's Crown Vineyard Pinot Noir (Sonoma Coast)
19,14.5%,California Other,Red,4/1/2019,https://www.winemag.com/buying-guide/hubba-2016-mushroomhead-red-california/,$37,94 Points,Hubba 2016 Mushroomhead Red (California)
20,13.5%,Victoria,White,4/1/2019,https://www.winemag.com/buying-guide/kooyong-2016-estate-chardonnay-mornington-peninsula/,N/A,94 Points,Kooyong 2016 Estate Chardonnay (Mornington Peninsula)
21,12.5%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-charmes-premier-cru-meursault-310142/,$162,94 Points,Maison Roche de Bellene 2016 Charmes Premier Cru  (Meursault)
22,14.4%,Sonoma,White,4/1/2019,https://www.winemag.com/buying-guide/patz-hall-2016-goldrock-ridge-vineyard-chardonnay-sonoma-coast/,$65,94 Points,Patz & Hall 2016 Goldrock Ridge Vineyard Chardonnay (Sonoma Coast)
23,8.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/robert-weil-2017-kiedrich-grafenberg-spatlese-grosse-lage-riesling-rheingau/,$90,94 Points,Robert Weil 2017 Kiedrich Gräfenberg Spätlese Grosse Lage Riesling (Rheingau)
24,14.2%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/sanguis-2015-the-highlands-red-central-coast/,$90,94 Points,Sanguis 2015 The Highlands Red (Central Coast)
25,14.5%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/symington-family-estates-2015-quinta-do-ataide-vinha-do-arco-touriga-nacional-douro/,$37,94 Points,Symington Family Estates 2015 Quinta do Ataíde Vinha do Arco Touriga Nacional (Douro)
26,13%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/thomas-fogarty-2016-wills-cabin-vineyard-pinot-noir-santa-cruz-mountains-309810/,$66,94 Points,Thomas Fogarty 2016 Will's Cabin Vineyard Pinot Noir (Santa Cruz Mountains)
27,14.1%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/clarice-2017-garys-vineyard-pinot-noir-santa-lucia-highlands-310623/,$80,94 Points,Clarice 2017 Garys' Vineyard Pinot Noir (Santa Lucia Highlands)
28,13.4%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/cotiere-2014-presquile-vineyard-syrah-santa-maria-valley/,$36,94 Points,Cotiere 2014 Presqu'ile Vineyard Syrah (Santa Maria Valley)
29,15.6%,California Other,Red,4/1/2019,https://www.winemag.com/buying-guide/desparada-2016-sackcloth-ashes-red-california-309637/,$38,94 Points,Desparada 2016 Sackcloth & Ashes Red (California)
30,12.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2013-urziger-wurzgarten-dry-gg-reserve-alte-reben-riesling-mosel/,$54,94 Points,Dr. Loosen 2013 Ürziger Würzgarten Dry GG Réserve Alte Reben Riesling (Mosel)
31,13.8%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/dutton-goldfield-2016-mcdougall-vineyard-pinot-noir-fort-ross-seaview/,$68,94 Points,Dutton-Goldfield 2016 McDougall Vineyard Pinot Noir (Fort Ross-Seaview)
32,12.5%,Germany,Red,4/1/2019,https://www.winemag.com/buying-guide/franz-keller-2015-eichberg-oberrotweil-gg-pinot-noir-baden/,$85,94 Points,Franz Keller 2015 Eichberg Oberrotweil GG Pinot Noir (Baden)
33,15.6%,California Other,Red,4/1/2019,https://www.winemag.com/buying-guide/herman-story-2016-bolt-cutter-red-california-309641/,$52,94 Points,Herman Story 2016 Bolt Cutter Red (California)
34,14.5%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/le-macchiole-2015-messorio-merlot-toscana/,$225,94 Points,Le Macchiole 2015 Messorio Merlot (Toscana)
35,15.2%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/longoria-2016-tempranillo-santa-ynez-valley/,$36,94 Points,Longoria 2016 Tempranillo (Santa Ynez Valley)
36,14%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/monte-da-ravasqueira-2015-vinha-das-romas-red-alentejano/,$28,94 Points,Monte da Ravasqueira 2015 Vinha das Romãs Red (Alentejano)
37,13%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/ojai-2017-solomon-hills-vineyard-chardonnay-santa-maria-valley-309792/,$37,94 Points,Ojai 2017 Solomon Hills Vineyard Chardonnay (Santa Maria Valley)
38,14.5%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/quinta-de-la-rosa-2016-la-rosa-reserva-red-douro/,$54,94 Points,Quinta de la Rosa 2016 La Rosa Reserva Red (Douro)
39,15.8%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/shafer-2015-relentless-syrah-petite-sirah-napa-valley-309899/,$95,94 Points,Shafer 2015 Relentless Syrah-Petite Sirah (Napa Valley)
40,15.8%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/shafer-2015-relentless-syrah-petite-sirah-napa-valley-309899/,$95,94 Points,Shafer 2015 Relentless Syrah-Petite Sirah (Napa Valley)
41,14.5%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/the-vineyard-house-2014-cabernet-sauvignon-oakville-310785/,$225,94 Points,The Vineyard House 2014 Cabernet Sauvignon (Oakville)
42,13.5%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/thistledown-2017-shes-electric-old-vine-single-vineyard-grenache-mclaren-vale/,$50,94 Points,Thistledown 2017 She's Electric Old Vine Single Vineyard Grenache (McLaren Vale)
43,7.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/joh-jos-prum-2017-bernkasteler-badstube-auslese-riesling-mosel-309442/,$33,94 Points,Joh. Jos. Prüm 2017 Bernkasteler Badstube Auslese Riesling (Mosel)
44,15.1%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/b-cellars-2016-ehrlich-vineyard-cabernet-sauvignon-oakville/,$128,94 Points,B Cellars 2016 Ehrlich Vineyard Cabernet Sauvignon (Oakville)
45,14.4%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/blue-farm-2016-king-ridge-vineyard-estate-farmed-pinot-noir-fort-ross-seaview/,$85,94 Points,Blue Farm 2016 King Ridge Vineyard Estate Farmed Pinot Noir (Fort Ross-Seaview)
46,14.1%,Sonoma,White,4/1/2019,https://www.winemag.com/buying-guide/blue-farm-2016-laceroni-vineyard-estate-farmed-chardonnay-russian-river-valley/,$70,94 Points,Blue Farm 2016 Laceroni Vineyard Estate Farmed Chardonnay (Russian River Valley)
47,8%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2016-erdener-treppchen-auslese-riesling-mosel/,$64,94 Points,Dr. Loosen 2016 Erdener Treppchen Auslese Riesling (Mosel)
48,7.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2016-urziger-wurzgarten-auslese-riesling-mosel/,$64,94 Points,Dr. Loosen 2016 Ürziger Würzgarten Auslese Riesling (Mosel)
49,8.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2016-wehlener-sonnenuhr-auslese-riesling-mosel/,$64,94 Points,Dr. Loosen 2016 Wehlener Sonnenuhr Auslese Riesling (Mosel)
50,12.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2016-wehlener-sonnenuhr-dry-gg-alte-reben-riesling-mosel/,$54,94 Points,Dr. Loosen 2016 Wehlener Sonnenuhr Dry GG Alte Reben Riesling (Mosel)
51,7.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2017-wehlener-sonnenuhr-spatlese-riesling-mosel/,$34,94 Points,Dr. Loosen 2017 Wehlener Sonnenuhr Spätlese Riesling (Mosel)
52,15.4%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/epoch-2015-veracity-red-paso-robles-willow-creek-district-309765/,$70,94 Points,Epoch 2015 Veracity Red (Paso Robles Willow Creek District)
53,15.7%,California Other,Red,4/1/2019,https://www.winemag.com/buying-guide/herman-story-2014-late-bloomer-grenache-california/,$52,94 Points,Herman Story 2014 Late Bloomer Grenache (California)
54,14.9%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/jax-2016-estate-block-3-cabernet-sauvignon-calistoga/,$125,94 Points,Jax 2016 Estate Block 3 Cabernet Sauvignon (Calistoga)
55,14.4%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/ken-brown-2015-la-encantada-vineyard-pinot-noir-sta-rita-hills/,$60,94 Points,Ken Brown 2015 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)
56,13.5%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-clos-des-chenes-premier-cru-volnay-310147/,$110,94 Points,Maison Roche de Bellene 2016 Clos des Chênes Premier Cru  (Volnay)
57,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-les-folatieres-premier-cru-puligny-montrachet-310143/,$180,94 Points,Maison Roche de Bellene 2016 Les Folatières Premier Cru  (Puligny-Montrachet)
58,7%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/maximin-grunhauser-2017-herrenberg-spatlese-grosse-lage-riesling-mosel/,$46,94 Points,Maximin Grünhäuser 2017 Herrenberg Spätlese Grosse Lage Riesling (Mosel)
59,13.9%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/peake-ranch-2016-peake-ranch-vineyard-chardonnay-sta-rita-hills-310655/,$50,94 Points,Peake Ranch 2016 Peake Ranch Vineyard Chardonnay (Sta. Rita Hills)
60,12.5%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/thomas-fogarty-2016-windy-hill-vineyard-pinot-noir-santa-cruz-mountains-309687/,$78,94 Points,Thomas Fogarty 2016 Windy Hill Vineyard Pinot Noir (Santa Cruz Mountains)
61,13.2%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/tolosa-2017-primera-edna-ranch-pinot-noir-edna-valley-309808/,$140,94 Points,Tolosa 2017 Primera Edna Ranch Pinot Noir (Edna Valley)
62,14.5%,Western Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/vasse-felix-2014-tom-cullity-red-margaret-river/,$165,94 Points,Vasse Felix 2014 Tom Cullity Red (Margaret River)
63,13%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/wittmann-2017-westhofen-aulerde-trocken-gg-riesling-rheinhessen/,$65,94 Points,Wittmann 2017 Westhofen Aulerde Trocken GG Riesling (Rheinhessen)
64,7.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/joh-jos-prum-2017-bernkasteler-badstube-auslese-riesling-mosel-309442/,$33,94 Points,Joh. Jos. Prüm 2017 Bernkasteler Badstube Auslese Riesling (Mosel)
65,14.5%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/bodegas-tobia-2012-oscar-tobia-gran-reserva-rioja/,$65,93 Points,Bodegas Tobía 2012 Óscar Tobía Gran Reserva  (Rioja)
66,13.5%,Alsace,Red,4/1/2019,https://www.winemag.com/buying-guide/boeckel-2016-les-terres-rouges-pinot-noir-alsace-309560/,$70,93 Points,Boeckel 2016 Les Terres Rouges Pinot Noir (Alsace)
67,13.5%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/castellin-villa-2014-chianti-classico/,$27,93 Points,Castell'In Villa 2014  Chianti Classico
68,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/chapelle-de-blagny-2016-hameau-de-blagny-premier-cru-puligny-montrachet-310171/,$110,93 Points,Chapelle de Blagny 2016 Hameau de Blagny Premier Cru  (Puligny-Montrachet)
69,13.5%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-cantemerle-2016-haut-medoc-310219/,$32,93 Points,Château Cantemerle 2016  Haut-Médoc
70,12.5%,Bordeaux,White,4/1/2019,https://www.winemag.com/buying-guide/chateau-carbonnieux-2016-pessac-leognan/,$45,93 Points,Château Carbonnieux 2016  Pessac-Léognan
71,13.5%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/chateau-de-fuisse-2016-les-brules-pouilly-fuisse-310167/,$148,93 Points,Château de Fuissé 2016 Les Brûlés  (Pouilly-Fuissé)
72,13.5%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/cotiere-2016-hillard-bruce-vineyard-pinot-noir-sta-rita-hills/,$54,93 Points,Cotiere 2016 Hillard Bruce Vineyard Pinot Noir (Sta. Rita Hills)
73,14.4%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/dante-robere-2015-cabernet-sauvignon-livermore-valley/,$44,93 Points,Dante Robere 2015 Cabernet Sauvignon (Livermore Valley)
74,13%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/domaine-charton-2017-la-chassiere-premier-cru-mercurey-309727/,$40,93 Points,Domaine Charton 2017 La Chassière Premier Cru  (Mercurey)
75,7.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2017-erdener-treppchen-spatlese-riesling-mosel/,$34,93 Points,Dr. Loosen 2017 Erdener Treppchen Spätlese Riesling (Mosel)
76,14.5%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/kalleske-2016-greenock-shiraz-barossa-valley/,$50,93 Points,Kalleske 2016 Greenock Shiraz (Barossa Valley)
77,15%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/kukkula-2016-noir-red-adelaida-district-309780/,$55,93 Points,Kukkula 2016 Noir Red (Adelaida District)
78,14%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/le-macchiole-2015-paleo-red-toscana/,$110,93 Points,Le Macchiole 2015 Paleo Red (Toscana)
79,16.1%,California Other,Red,4/1/2019,https://www.winemag.com/buying-guide/lost-blues-2014-good-fences-syrah-grenache-california/,$48,93 Points,Lost Blues 2014 Good Fences Syrah-Grenache (California)
80,7.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/maximin-grunhauser-2017-abtsberg-spatlese-grosse-lage-riesling-mosel/,$46,93 Points,Maximin Grünhäuser 2017 Abtsberg Spätlese Grosse Lage Riesling (Mosel)
81,14%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/monte-da-ravasqueira-2015-reserva-da-familia-red-alentejano/,$20,93 Points,Monte da Ravasqueira 2015 Reserva da Família Red (Alentejano)
82,14.5%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/quinta-da-rede-2014-grande-reserva-red-douro/,$30,93 Points,Quinta da Rede 2014 Grande Reserva Red (Douro)
83,14.5%,Sierra Foothills,Red,4/1/2019,https://www.winemag.com/buying-guide/renwood-2016-zanini-vineyard-zinfandel-fiddletown/,$40,93 Points,Renwood 2016 Zanini Vineyard Zinfandel (Fiddletown)
84,13.5%,Willamette Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/resonance-2016-decouverte-vineyard-pinot-noir-dundee-hills/,$65,93 Points,Résonance 2016 Découverte Vineyard Pinot Noir (Dundee Hills)
85,13.7%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/thomas-fogarty-2016-albutom-vineyard-chardonnay-santa-cruz-mountains/,$72,93 Points,Thomas Fogarty 2016 Albutom Vineyard Chardonnay (Santa Cruz Mountains)
86,14%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/basilica-cafaggio-2014-basilica-solatio-riserva-chianti-classico/,$50,93 Points,Basilica Cafaggio 2014 Basilica Solatio Riserva  (Chianti Classico)
87,13.9%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/chamisal-vineyards-2016-califa-pinot-noir-edna-valley/,$60,93 Points,Chamisal Vineyards 2016 Califa Pinot Noir (Edna Valley)
88,7%,Columbia Valley,Dessert,4/1/2019,https://www.winemag.com/buying-guide/chateau-ste-michelle-dr-loosen-2011-eroica-single-berry-select-riesling-columbia-valley-wa/,$200,93 Points,Chateau Ste. Michelle & Dr. Loosen 2011 Eroica Single Berry Select Riesling (Columbia Valley (WA))
89,14.8%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/darioush-2014-signature-cabernet-sauvignon-napa-valley/,$105,93 Points,Darioush 2014 Signature Cabernet Sauvignon (Napa Valley)
90,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-ferret-2016-tete-de-cru-le-clos-pouilly-fuisse/,$56,93 Points,Domaine Ferret 2016 Tête de Cru Le Clos  (Pouilly-Fuissé)
91,8%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/dr-loosen-2017-erdener-treppchen-kabinett-riesling-mosel/,$28,93 Points,Dr. Loosen 2017 Erdener Treppchen Kabinett Riesling (Mosel)
92,15.5%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/epoch-2015-sensibility-grenache-paso-robles-willow-creek-district-309766/,$75,93 Points,Epoch 2015 Sensibility Grenache (Paso Robles Willow Creek District)
93,13.5%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/felsina-2016-fontalloro-sangiovese-toscana/,$70,93 Points,Felsina 2016 Fontalloro Sangiovese (Toscana)
94,13.5%,North Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/halcon-2016-alturas-syrah-yorkville-highlands/,$32,93 Points,Halcón 2016 Alturas Syrah (Yorkville Highlands)
95,14.8%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/hess-collection-2016-lion-tamer-red-napa-valley/,$45,93 Points,Hess Collection 2016 Lion Tamer Red (Napa Valley)
96,14.6%,Napa,White,4/1/2019,https://www.winemag.com/buying-guide/krupp-brothers-2016-stagecoach-vineyard-chardonnay-napa-valley/,$65,93 Points,Krupp Brothers 2016 Stagecoach Vineyard Chardonnay (Napa Valley)
97,12.5%,Southern Oregon,Sparkling,4/1/2019,https://www.winemag.com/buying-guide/maison-jussiaume-2016-brut-blanc-de-blancs-sparkling-rogue-valley/,$65,93 Points,Maison Jussiaume 2016 Brut Blanc de Blancs Sparkling (Rogue Valley)
98,13%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-vieilles-vignes-vosne-romanee-310146/,$106,93 Points,Maison Roche de Bellene 2016 Vieilles Vignes  (Vosne-Romanée)
99,12%,Germany,Sparkling,4/1/2019,https://www.winemag.com/buying-guide/maximin-grunhauser-2015-sekt-brut-riesling-mosel/,$36,93 Points,Maximin Grünhäuser 2015 Sekt Brut Riesling (Mosel)
100,14.8%,Willamette Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/megan-anne-2016-nysa-vineyard-pinot-noir-dundee-hills/,$55,93 Points,Megan Anne 2016 Nysa Vineyard Pinot Noir (Dundee Hills)
101,14%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/monte-da-ravasqueira-2014-premium-alicante-bouschet-alentejano/,$60,93 Points,Monte da Ravasqueira 2014 Premium Alicante Bouschet (Alentejano)
102,14%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/monte-da-ravasqueira-2014-premium-tinto-red-alentejano/,$60,93 Points,Monte da Ravasqueira 2014 Premium Tinto Red (Alentejano)
103,14.8%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/peake-ranch-2016-john-sebastiano-vineyard-grenache-sta-rita-hills/,$65,93 Points,Peake Ranch 2016 John Sebastiano Vineyard Grenache (Sta. Rita Hills)
104,13%,Mendocino County,Red,4/1/2019,https://www.winemag.com/buying-guide/phillips-hill-2016-valenti-vineyard-pinot-noir-mendocino-ridge/,$45,93 Points,Phillips Hill 2016 Valenti Vineyard Pinot Noir (Mendocino Ridge)
105,14.5%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/ramey-2015-annum-cabernet-sauvignon-napa-valley/,$100,93 Points,Ramey 2015 Annum Cabernet Sauvignon (Napa Valley)
106,13.5%,Willamette Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/resonance-2016-resonance-vineyard-pinot-noir-yamhill-carlton/,$65,93 Points,Résonance 2016 Résonance Vineyard Pinot Noir (Yamhill-Carlton)
107,14.5%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/sanguis-2014-loner-las-orillas-john-sebastiano-vineyard-pinot-noir-sta-rita-hills-309671/,$75,93 Points,Sanguis 2014 Loner Las Orillas John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills)
108,14.7%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/stewart-2016-nomad-beckstoffer-georges-iii-cabernet-sauvignon-napa-valley/,$175,93 Points,Stewart 2016 Nomad Beckstoffer Georges III Cabernet Sauvignon (Napa Valley)
109,12.4%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/thomas-fogarty-2016-portola-springs-vineyard-chardonnay-santa-cruz-mountains/,$62,93 Points,Thomas Fogarty 2016 Portola Springs Vineyard Chardonnay (Santa Cruz Mountains)
110,13.5%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/thomas-fogarty-2016-rapley-trail-vineyard-pinot-noir-santa-cruz-mountains-309685/,$78,93 Points,Thomas Fogarty 2016 Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains)
111,14.6%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/tolosa-2017-hollister-edna-ranch-pinot-noir-edna-valley/,$125,93 Points,Tolosa 2017 Hollister Edna Ranch Pinot Noir (Edna Valley)
112,14%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/wines-winemakers-2015-poseidon-red-douro/,$85,93 Points,Wines & Winemakers 2015 Poseidon Red (Douro)
113,15.2%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/mcv-2016-rosewynn-vineyar-petite-sirah-paso-robles-309787/,$52,93 Points,MCV 2016 Rosewynn Vineyard Petite Sirah (Paso Robles)
114,14%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/bodegas-riojanas-2011-monte-real-gran-reserva-rioja/,$47,93 Points,Bodegas Riojanas 2011 Monte Real Gran Reserva  (Rioja)
115,13.2%,Willamette Valley,White,4/1/2019,https://www.winemag.com/buying-guide/brick-house-2015-cascadia-chardonnay-ribbon-ridge/,$36,93 Points,Brick House 2015 Cascadia Chardonnay (Ribbon Ridge)
116,14.9%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/broken-earth-2016-reserve-cabernet-sauvignon-paso-robles/,$48,93 Points,Broken Earth 2016 Reserve Cabernet Sauvignon (Paso Robles)
117,14%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-cambon-la-pelouse-2016-haut-medoc/,$20,93 Points,Château Cambon la Pelouse 2016  Haut-Médoc
118,13.5%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-la-lagune-2016-haut-medoc-310218/,$59,93 Points,Château La Lagune 2016  Haut-Médoc
119,13.5%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-paloumey-2016-haut-medoc/,$20,93 Points,Château Paloumey 2016  Haut-Médoc
120,13.9%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/cotiere-2016-la-encantada-vineyard-pinot-noir-sta-rita-hills/,$54,93 Points,Cotiere 2016 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)
