,alcohol,appellation,category,date,href,price,rating,title
436,13%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/sonsierra-2012-gran-reserva-rioja/,$40,91 Points,Sonsierra 2012 Gran Reserva  (Rioja)
437,13.5%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/the-lane-2017-block-5-shiraz-adelaide-hills/,$25,91 Points,The Lane 2017 Block 5 Shiraz (Adelaide Hills)
438,14.5%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/thistledown-2017-blewitt-springs-schuller-rd-grenache-mclaren-vale/,$50,91 Points,Thistledown 2017 Blewitt Springs Schuller Rd Grenache (McLaren Vale)
439,14%,Western Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/thompson-estate-2014-cabernet-sauvignon-merlot-margaret-river/,N/A,91 Points,Thompson Estate 2014 Cabernet Sauvignon-Merlot (Margaret River)
440,13%,Alsace,Red,4/1/2019,https://www.winemag.com/buying-guide/trimbach-2016-reserve-pinot-noir-alsace-309588/,$28,91 Points,Trimbach 2016 Réserve Pinot Noir (Alsace)
441,14.9%,Columbia Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/two-vintners-2016-claire-boushey-vineyard-grenache-yakima-valley/,$40,91 Points,Two Vintners 2016 Claire Boushey Vineyard Grenache (Yakima Valley)
442,12.5%,South Australia,White,4/1/2019,https://www.winemag.com/buying-guide/wakefield-2017-st-andrews-riesling-clare-valley/,$40,91 Points,Wakefield 2017 St. Andrews Riesling (Clare Valley)
443,14.4%,Columbia Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/walla-walla-vintners-2014-v-cut-bank-estate-cabernet-sauvignon-walla-walla-valley-wa/,$60,91 Points,Walla Walla Vintners 2014 V Cut Bank Estate Cabernet Sauvignon (Walla Walla Valley (WA))
444,12%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/wittmann-2017-trocken-weissburgunder-rheinhessen/,$24,91 Points,Wittmann 2017 Trocken Weissburgunder (Rheinhessen)
445,15.5%,Central Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/zinderella-2016-old-vine-zinfandel-lodi/,$25,91 Points,Zinderella 2016 Old Vine Zinfandel (Lodi)
446,15.3%,Sierra Foothills,Red,4/1/2019,https://www.winemag.com/buying-guide/binz-2016-sleeper-crain-vineyard-barbera-shenandoah-valley-ca/,$28,91 Points,Binz 2016 Sleeper-Crain Vineyard Barbera (Shenandoah Valley (CA))
447,14%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/bodegas-olarra-2011-cerro-anon-gran-reserva-rioja/,$35,91 Points,Bodegas Olarra 2011 Cerro Añon Gran Reserva  (Rioja)
448,14.5%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/bodegas-tobia-2011-oscar-tobia-gran-reserva-rioja/,$65,91 Points,Bodegas Tobía 2011 Óscar Tobía Gran Reserva  (Rioja)
449,14.6%,Mendocino County,Red,4/1/2019,https://www.winemag.com/buying-guide/bonterra-2014-the-mcnab-biodynamic-red-mendocino-county/,$55,91 Points,Bonterra 2014 The McNab Biodynamic Red (Mendocino County)
450,13%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/brea-2017-chard-chardonnay-santa-lucia-highlands/,$16,91 Points,Brea 2017 Chard Chardonnay (Santa Lucia Highlands)
451,14.5%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/carobbio-2013-pietraforte-red-toscana/,$98,91 Points,Carobbio 2013 Pietraforte Red (Toscana)
452,14%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-doyac-2016-haut-medoc/,$25,91 Points,Château Doyac 2016  Haut-Médoc
453,14%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-fourcas-borie-2016-listrac-medoc/,N/A,91 Points,Château Fourcas-Borie 2016  Listrac-Médoc
454,14%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-la-cardonne-2016-medoc/,$25,91 Points,Château La Cardonne 2016  Médoc
455,14%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-la-tonnelle-2016-haut-medoc-310244/,$17,91 Points,Château la Tonnelle 2016  Haut-Médoc
456,13.5%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-larose-trintaudon-2016-haut-medoc/,$25,91 Points,Château Larose-Trintaudon 2016  Haut-Médoc
457,N/A,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-liversan-2016-haut-medoc/,$15,91 Points,Château Liversan 2016  Haut-Médoc
458,13%,Portugal,White,4/1/2019,https://www.winemag.com/buying-guide/colinas-do-douro-2017-quinta-da-extrema-reserva-branco-white-douro/,$29,91 Points,Colinas do Douro 2017 Quinta da Extrema Reserva Branco White (Douro)
459,14.4%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/corley-2014-reserve-cabernet-sauvignon-napa-valley/,$90,91 Points,Corley 2014 Reserve Cabernet Sauvignon (Napa Valley)
460,14.9%,Sierra Foothills,Red,4/1/2019,https://www.winemag.com/buying-guide/counter-punch-2016-zinfandel-sierra-foothills/,$40,91 Points,Counter Punch 2016 Zinfandel (Sierra Foothills)
461,13.5%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-ferret-2016-tete-de-cru-clos-des-prouges-pouilly-fuisse/,$56,91 Points,Domaine Ferret 2016 Tête de Cru Clos des Prouges  (Pouilly-Fuissé)
462,13%,Alsace,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-weinbach-2017-pinot-blanc-alsace-309227/,$24,91 Points,Domaine Weinbach 2017 Pinot Blanc (Alsace)
463,15.6%,Central Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/grady-family-vineyards-2016-estate-grown-zinfandel-lodi/,$16,91 Points,Grady Family Vineyards 2016 Estate Grown Zinfandel (Lodi)
464,14.2%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/holdredge-2016-saralees-vineyard-pinot-noir-russian-river-valley-310527/,$50,91 Points,Holdredge 2016 Saralee's Vineyard Pinot Noir (Russian River Valley)
465,14%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/i-giusti-e-zanza-2016-perbruno-syrah-costa-toscana/,$50,91 Points,I Giusti e Zanza 2016 Perbruno Syrah (Costa Toscana)
466,12.9%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/koerner-2017-la-corse-red-clare-valley/,$30,91 Points,Koerner 2017 La Corse Red (Clare Valley)
467,15%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/legaris-2012-reserva-ribera-del-duero/,$36,91 Points,Legaris 2012 Reserva  (Ribera del Duero)
468,14.7%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/longoria-2016-block-m-fe-ciega-vineyard-pinot-noir-sta-rita-hills-309647/,$75,91 Points,Longoria 2016 Block M Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills)
469,14.5%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/longoria-2016-sanford-benedict-vineyard-pinot-noir-sta-rita-hills-309646/,$50,91 Points,Longoria 2016 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills)
470,13%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/michel-sarrazin-et-fils-2016-clos-de-la-putin-givry-309699/,$30,91 Points,Michel Sarrazin et Fils 2016 Clos de la Putin  (Givry)
471,13.5%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/monte-da-ravasqueira-2017-guarda-rios-gold-edition-red-alentejano/,$16,91 Points,Monte da Ravasqueira 2017 Guarda Rios Gold Edition Red (Alentejano)
472,14.8%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/nemerever-2015-complement-cabernet-sauvignon-oakville/,$75,91 Points,Nemerever 2015 Complement Cabernet Sauvignon (Oakville)
473,14.8%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/opolo-2016-summit-creek-merlot-paso-robles/,$20,91 Points,Opolo 2016 Summit Creek Merlot (Paso Robles)
474,13.3%,Willamette Valley,Sparkling,4/1/2019,https://www.winemag.com/buying-guide/pashey-2015-methode-champenoise-ribbon-ridge-estate-extra-brut-blanc-de-blancs-sparkling-ribbon-ridge/,$65,91 Points,Pashey 2015 Methode Champenoise Ribbon Ridge Estate Extra Brut Blanc de Blancs Sparkling (Ribbon Ridge)
475,14.8%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/patz-hall-2016-goldrock-ridge-vineyard-pinot-noir-sonoma-coast/,$75,91 Points,Patz & Hall 2016 Goldrock Ridge Vineyard Pinot Noir (Sonoma Coast)
476,14.2%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/pelletiere-2017-viognier-paso-robles-willow-creek-district-310669/,$32,91 Points,Pelletiere 2017 Viognier (Paso Robles Willow Creek District)
477,13.5%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/quinta-da-rede-2014-rede-reserva-red-douro/,$15,91 Points,Quinta da Rede 2014 Rede Reserva Red (Douro)
478,14.5%,Sierra Foothills,Red,4/1/2019,https://www.winemag.com/buying-guide/renwood-2016-zinfandel-fiddletown/,$25,91 Points,Renwood 2016 Zinfandel (Fiddletown)
479,13.5%,Southern Italy,Red,4/1/2019,https://www.winemag.com/buying-guide/rivera-2013-il-falcone-riserva-red-castel-del-monte/,$45,91 Points,Rivera 2013 Il Falcone Riserva Red (Castel del Monte)
480,8.5%,Germany,White,4/1/2019,https://www.winemag.com/buying-guide/robert-weil-2017-spatlese-gutswein-riesling-rheingau/,$40,91 Points,Robert Weil 2017 Spätlese Gutswein Riesling (Rheingau)
481,14%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/rutz-2016-maison-grand-cru-pinot-noir-russian-river-valley/,$45,91 Points,Rütz 2016 Maison Grand Cru Pinot Noir (Russian River Valley)
482,14.5%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/saarloos-sons-2015-broer-el-camino-real-grenache-santa-ynez-valley/,$38,91 Points,Saarloos & Sons 2015 Broer El Camino Real Grenache (Santa Ynez Valley)
483,13.8%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/sanguis-2014-loner-favonious-bien-nacido-vineyard-chardonnay-santa-maria-valley-309796/,$60,91 Points,Sanguis 2014 Loner Favonious Bien Nacido Vineyard Chardonnay (Santa Maria Valley)
484,14.7%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/sanguis-2015-verve-red-central-coast/,$75,91 Points,Sanguis 2015 Verve Red (Central Coast)
485,14.4%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/say-when-2017-when-they-woke-up-they-had-plans-to-meet-later-that-day-spanish-springs-vineyard-pinot-noir-arroyo-grande-valley/,$42,91 Points,Say When 2017 When They Woke Up They Had Plans to Meet Later That Day Spanish Springs Vineyard Pinot Noir (Arroyo Grande Valley)
486,12.2%,Central Coast,Sparkling,4/1/2019,https://www.winemag.com/buying-guide/scratch-2017-san-saba-vineyard-blanc-de-blanc-sparkling-monterey/,$45,91 Points,Scratch 2017 San Saba Vineyard Blanc de Blanc Sparkling (Monterey)
487,13%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/some-young-punks-2017-the-squids-fist-red-clare-valley/,$28,91 Points,Some Young Punks 2017 The Squid's Fist Red (Clare Valley)
488,14.5%,Israel,Red,4/1/2019,https://www.winemag.com/buying-guide/tabor-2014-limited-edition-i-ii000-cabernet-sauvignon-galilee/,$50,91 Points,"Tabor 2014 Limited Edition I/II,000 Cabernet Sauvignon (Galilee)"
489,13.7%,Sonoma,White,4/1/2019,https://www.winemag.com/buying-guide/thomas-george-2016-baker-ridge-estate-chardonnay-russian-river-valley-309333/,$60,91 Points,Thomas George 2016 Baker Ridge Estate Chardonnay (Russian River Valley)
490,14.6%,Columbia Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/two-vintners-2016-lola-yellow-jacket-vineyard-red-walla-walla-valley-wa/,$30,91 Points,Two Vintners 2016 Lola Yellow Jacket Vineyard Red (Walla Walla Valley (WA))
491,14%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/wakefield-2016-st-andrews-cabernet-sauvignon-clare-valley/,$70,91 Points,Wakefield 2016 St. Andrews Cabernet Sauvignon (Clare Valley)
492,14.5%,Columbia Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/walla-walla-vintners-2014-v-vottavo-red-walla-walla-valley-wa/,$60,91 Points,Walla Walla Vintners 2014 V Vottavo Red (Walla Walla Valley (WA))
493,13.2%,Willamette Valley,White,4/1/2019,https://www.winemag.com/buying-guide/walnut-city-wineworks-2015-reserve-chardonnay-willamette-valley-310512/,$28,91 Points,Walnut City WineWorks 2015 Reserve Chardonnay (Willamette Valley)
494,14.1%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/yalumba-2016-old-bush-vine-grenache-barossa/,$20,91 Points,Yalumba 2016 Old Bush Vine Grenache (Barossa)
495,13.5%,Galicia,White,4/1/2019,https://www.winemag.com/buying-guide/adegas-gran-vinum-2017-gran-vinum-seleccion-especial-albarino-rias-baixas/,$27,91 Points,Adegas Gran Vinum 2017 Gran Vinum Selección Especial Albariño (Rías Baixas)
496,14.5%,Central Italy,Red,4/1/2019,https://www.winemag.com/buying-guide/antonelli-2015-riserva-montefalco-rosso/,$32,91 Points,Antonelli 2015 Riserva  (Montefalco Rosso)
497,14.5%,North Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/aquinas-2016-cabernet-sauvignon-north-coast/,$19,91 Points,Aquinas 2016 Cabernet Sauvignon (North Coast)
498,14%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/avignonesi-2015-grandi-annate-sangiovese-toscana/,$50,91 Points,Avignonesi 2015 Grandi Annate Sangiovese (Toscana)
499,12%,Burgundy,Sparkling,4/1/2019,https://www.winemag.com/buying-guide/bailly-lapierre-2010-vive-la-joie-brut-cremant-de-bourgogne/,$33,91 Points,Bailly-Lapierre 2010 Vive-la-Joie Brut  (Crémant de Bourgogne)
500,12.8%,Victoria,Red,4/1/2019,https://www.winemag.com/buying-guide/ben-haines-2017-pinot-noir-yarra-valley/,$25,91 Points,Ben Haines 2017 Pinot Noir (Yarra Valley)
501,13.5%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/chanson-pere-et-fils-2016-givry/,$24,91 Points,Chanson Père et Fils 2016  Givry
502,N/A,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-bernadotte-2016-haut-medoc/,$45,91 Points,Château Bernadotte 2016  Haut-Médoc
503,13.5%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-dasvin-bel-air-2016-haut-medoc-310223/,$25,91 Points,Château Dasvin-Bel-Air 2016  Haut-Médoc
504,13%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-du-retout-2016-haut-medoc-310248/,$25,91 Points,Château du Retout 2016  Haut-Médoc
505,13.5%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-labadie-2016-medoc-310241/,$22,91 Points,Château Labadie 2016  Médoc
506,14%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-larrivaux-2016-haut-medoc/,$21,91 Points,Château Larrivaux 2016  Haut-Médoc
507,14.5%,Bordeaux,Red,4/1/2019,https://www.winemag.com/buying-guide/chateau-lestage-simon-2016-haut-medoc/,$35,91 Points,Château Lestage Simon 2016  Haut-Médoc
508,13%,Western Australia,White,4/1/2019,https://www.winemag.com/buying-guide/clairault-2017-sauvignon-blanc-semillon-margaret-river/,$20,91 Points,Clairault 2017 Sauvignon Blanc-Semillon (Margaret River)
509,14.5%,Napa-Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/cuvaison-2016-diablo-estate-grown-syrah-los-carneros-310792/,$45,91 Points,Cuvaison 2016 Diablo Estate Grown Syrah (Los Carneros)
510,12%,Alsace,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-barmes-buecher-2017-rosenberg-pinot-blanc-alsace/,$25,91 Points,Domaine Barmès-Buecher 2017 Rosenberg Pinot Blanc (Alsace)
511,13.5%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-ferret-2016-tete-de-cru-les-perrieres-pouilly-fuisse/,$56,91 Points,Domaine Ferret 2016 Tête de Cru Les Perrières  (Pouilly-Fuissé)
512,13.5%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/domaine-jessiaume-2016-les-cent-vignes-premier-cru-beaune/,$47,91 Points,Domaine Jessiaume 2016 Les Cent Vignes Premier Cru  (Beaune)
513,12.5%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/domaines-devillard-2016-domaine-des-perdrix-vosne-romanee/,$90,91 Points,Domaines Devillard 2016 Domaine des Perdrix  (Vosne-Romanée)
514,14%,Israel,Red,4/1/2019,https://www.winemag.com/buying-guide/flam-2016-reserve-merlot-judean-hills/,$65,91 Points,Flam 2016 Reserve Merlot (Judean Hills)
515,14.1%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/fort-ross-winery-2014-reserve-pinot-noir-fort-ross-seaview/,$80,91 Points,Fort Ross Winery 2014 Reserve Pinot Noir (Fort Ross-Seaview)
516,14.5%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/i-giusti-e-zanza-2015-dulcamara-red-costa-toscana/,$60,91 Points,I Giusti e Zanza 2015 Dulcamara Red (Costa Toscana)
517,14.5%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/la-crema-2015-pinot-noir-green-valley/,$55,91 Points,La Crema 2015 Pinot Noir (Green Valley)
518,14%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/lealtanza-2010-gran-reserva-rioja/,$38,91 Points,Lealtanza 2010 Gran Reserva  (Rioja)
519,13.5%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/ojai-2016-kick-on-ranch-riesling-santa-barbara-county/,$28,91 Points,Ojai 2016 Kick On Ranch Riesling (Santa Barbara County)
520,15%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/orma-2016-red-toscana-309665/,$90,91 Points,Orma 2016 Red (Toscana)
521,13.5%,Portugal,White,4/1/2019,https://www.winemag.com/buying-guide/parras-wines-2017-evidencia-reserva-encruzado-dao/,$14,91 Points,Parras Wines 2017 Evidência Reserva Encruzado (Dão)
522,20%,Portugal,Port/Sherry,4/1/2019,https://www.winemag.com/buying-guide/quinta-de-la-rosa-2014-late-bottled-vintage-port/,$29,91 Points,Quinta de la Rosa 2014 Late Bottled Vintage  (Port)
523,14.5%,Sierra Foothills,Red,4/1/2019,https://www.winemag.com/buying-guide/starr-2014-phils-selection-zinfandel-sierra-foothills-309820/,$25,91 Points,Starr 2014 Phil's Selection Zinfandel (Sierra Foothills)
524,14.9%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/sterling-2015-iridium-cabernet-sauvignon-napa-valley/,$250,91 Points,Sterling 2015 Iridium Cabernet Sauvignon (Napa Valley)
525,15%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/tenuta-sette-cieli-2015-indaco-red-toscana-309712/,$62,91 Points,Tenuta Sette Cieli 2015 Indaco Red (Toscana)
526,13.7%,Sonoma,White,4/1/2019,https://www.winemag.com/buying-guide/the-withers-winery-2017-claires-vineyard-chardonnay-sonoma-coast/,$40,91 Points,The Withers Winery 2017 Claire's Vineyard Chardonnay (Sonoma Coast)
527,14.1%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/thomas-fogarty-2016-mindego-ridge-vineyard-pinot-noir-santa-cruz-mountains-309683/,$60,91 Points,Thomas Fogarty 2016 Mindego Ridge Vineyard Pinot Noir (Santa Cruz Mountains)
528,12.5%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/topa-mountain-winery-2016-rich-vineyard-picpoul-ventura-county-309679/,$30,91 Points,Topa Mountain Winery 2016 Rich Vineyard Picpoul (Ventura County)
529,12.5%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/tramier-et-fils-2017-laurent-defouleur-chateau-mi-pont-mercurey-309723/,$42,91 Points,Tramier et Fils 2017 Laurent Défouleur Château Mi-Pont  (Mercurey)
530,14.1%,Willamette Valley,White,4/1/2019,https://www.winemag.com/buying-guide/trathen-hall-2017-sauvignon-blanc-eola-amity-hills/,$23,91 Points,Trathen Hall 2017 Sauvignon Blanc (Eola-Amity Hills)
531,14.8%,Columbia Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/two-vintners-2016-sal-mays-discovery-vineyard-cabernet-sauvignon-horse-heaven-hills-310102/,$55,91 Points,Two Vintners 2016 Sal May's Discovery Vineyard Cabernet Sauvignon (Horse Heaven Hills)
532,15.2%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/ultima-tulie-2017-chardonnay-santa-maria-valley/,$38,91 Points,Ultima Tulie 2017 Chardonnay (Santa Maria Valley)
533,14%,Northern Spain,Red,4/1/2019,https://www.winemag.com/buying-guide/valdelacierva-2014-reserva-rioja/,$30,91 Points,Valdelacierva 2014 Reserva  (Rioja)
534,13.5%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/vignerons-de-buxy-2016-domaine-laborbe-juillot-clos-marceaux-premier-cru-givry-309707/,$40,91 Points,Vignerons de Buxy 2016 Domaine Laborbe Juillot Clos Marceaux Premier Cru  (Givry)
535,14.5%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/wines-winemakers-2015-album-reserva-red-alentejano-310330/,$18,91 Points,Wines & Winemakers 2015 Album Reserva Red (Alentejano)
536,13%,Victoria,White,4/1/2019,https://www.winemag.com/buying-guide/yeringberg-2016-chardonnay-yarra-valley/,$50,91 Points,Yeringberg 2016 Chardonnay (Yarra Valley)
537,14%,Willamette Valley,Red,4/1/2019,https://www.winemag.com/buying-guide/compton-family-2016-alpine-cuvee-pinot-noir-willamette-valley/,$38,91 Points,Compton Family 2016 Alpine Cuvée Pinot Noir (Willamette Valley)
538,14.5%,Israel,Red,4/1/2019,https://www.winemag.com/buying-guide/dalton-2016-alma-crimson-red-galilee/,$22,91 Points,Dalton 2016 Alma Crimson Red (Galilee)
539,13%,Burgundy,Red,4/1/2019,https://www.winemag.com/buying-guide/domaine-du-meix-foulot-2016-clos-du-chateau-de-montaigu-premier-cru-mercurey-309729/,$45,91 Points,Domaine du Meix Foulot 2016 Clos du Château de Montaigu Premier Cru  (Mercurey)
540,12%,Alsace,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-gresser-2014-les-marnes-sylvaner-alsace-309614/,$35,91 Points,Domaine Gresser 2014 Les Marnes Sylvaner (Alsace)
541,13%,Alsace,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-gresser-2015-saint-andre-pinot-blanc-alsace/,$35,91 Points,Domaine Gresser 2015 Saint-André Pinot Blanc (Alsace)
542,13.5%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/domaine-jaeger-defaix-2016-cloux-premier-cru-rully/,N/A,91 Points,Domaine Jaeger-Defaix 2016 Cloux Premier Cru  (Rully)
543,13.5%,Central Coast,White,4/1/2019,https://www.winemag.com/buying-guide/dragonette-2017-sauvignon-blanc-happy-canyon-of-santa-barbara/,$35,91 Points,Dragonette 2017 Sauvignon Blanc (Happy Canyon of Santa Barbara)
544,13.8%,Napa-Sonoma,White,4/1/2019,https://www.winemag.com/buying-guide/fleur-2017-carneros-select-chardonnay-carneros/,$19,91 Points,Fleur 2017 Carneros Select Chardonnay (Carneros)
545,14.5%,Portugal,Red,4/1/2019,https://www.winemag.com/buying-guide/fontes-da-cunha-2014-munda-touriga-nacional-dao/,$45,91 Points,Fontes da Cunha 2014 Munda Touriga Nacional (Dão)
546,13.9%,Mendocino County,White,4/1/2019,https://www.winemag.com/buying-guide/foursight-2016-charles-vineyard-semillon-anderson-valley/,$25,91 Points,Foursight 2016 Charles Vineyard Semillon (Anderson Valley)
547,13.5%,Israel,Red,4/1/2019,https://www.winemag.com/buying-guide/hayotzer-2016-lyrica-syrah-galilee-309553/,$45,91 Points,Hayotzer 2016 Lyrica Syrah (Galilee)
548,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/henri-de-villamont-2017-rully/,N/A,91 Points,Henri de Villamont 2017  Rully
549,14.6%,Sonoma,Red,4/1/2019,https://www.winemag.com/buying-guide/holdredge-2016-rolling-thunder-pinot-noir-russian-river-valley-310528/,$50,91 Points,Holdredge 2016 Rolling Thunder Pinot Noir (Russian River Valley)
550,14.5%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/hunnicutt-2015-brinkman-block-cabernet-sauvignon-rutherford/,$125,91 Points,Hunnicutt 2015 Brinkman Block Cabernet Sauvignon (Rutherford)
551,14.9%,Sierra Foothills,Red,4/1/2019,https://www.winemag.com/buying-guide/iron-hub-2015-barbera-amador-county/,$29,91 Points,Iron Hub 2015 Barbera (Amador County)
552,14.5%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/kay-brothers-2017-basket-pressed-amery-vineyard-grenache-mclaren-vale/,$40,91 Points,Kay Brothers 2017 Basket Pressed Amery Vineyard Grenache (McLaren Vale)
553,14.7%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/kukkula-2015-lagniappe-red-adelaida-district/,$40,91 Points,Kukkula 2015 Lagniappe Red (Adelaida District)
554,15%,South Australia,Red,4/1/2019,https://www.winemag.com/buying-guide/langmeil-2015-orphan-bank-shiraz-barossa/,$69,91 Points,Langmeil 2015 Orphan Bank Shiraz (Barossa)
555,13.8%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/longoria-2016-la-encantada-vineyard-pinot-noir-sta-rita-hills/,$50,91 Points,Longoria 2016 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)
556,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-saint-aubin-310140/,$38,91 Points,Maison Roche de Bellene 2016  Saint-Aubin
557,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-vieilles-vignes-puligny-montrachet-310153/,$112,91 Points,Maison Roche de Bellene 2016 Vieilles Vignes  (Puligny-Montrachet)
558,14%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/marchesi-de-frescobaldi-2015-mormoreto-red-toscana-309953/,$77,91 Points,Marchesi de' Frescobaldi 2015 Mormoreto Red (Toscana)
559,14.9%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/mckahn-2016-syrah-spring-mountain-district/,$50,91 Points,McKahn 2016 Syrah (Spring Mountain District)
560,13.8%,Central Coast,Red,4/1/2019,https://www.winemag.com/buying-guide/longoria-2016-la-encantada-vineyard-pinot-noir-sta-rita-hills/,$50,91 Points,Longoria 2016 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)
561,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-saint-aubin-310140/,$38,91 Points,Maison Roche de Bellene 2016  Saint-Aubin
562,13%,Burgundy,White,4/1/2019,https://www.winemag.com/buying-guide/maison-roche-de-bellene-2016-vieilles-vignes-puligny-montrachet-310153/,$112,91 Points,Maison Roche de Bellene 2016 Vieilles Vignes  (Puligny-Montrachet)
563,14%,Tuscany,Red,4/1/2019,https://www.winemag.com/buying-guide/marchesi-de-frescobaldi-2015-mormoreto-red-toscana-309953/,$77,91 Points,Marchesi de' Frescobaldi 2015 Mormoreto Red (Toscana)
564,14.9%,Napa,Red,4/1/2019,https://www.winemag.com/buying-guide/mckahn-2016-syrah-spring-mountain-district/,$50,91 Points,McKahn 2016 Syrah (Spring Mountain District)
